title,link,abstract,clean_abstract
Dichotomous effects on lymphatic transport with loss of caveolae in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8513672/,"Aim: Fluid and macromolecule transport from the interstitium into and through lymphatic vessels is necessary for tissue homeostasis. While lymphatic capillary structure suggests that passive, paracellular transport would be the predominate route of macromolecule entry, active caveolae-mediated transcellular transport has been identified in lymphatic endothelial cells (LECs) in vitro. Caveolae also mediate a wide array of endothelial cell processes, including nitric oxide regulation. Thus, how does the lack of caveolae impact “lymphatic function”? Methods: Various aspects of lymphatic transport were measured in mice constitutively lacking caveolin-1 (“CavKO”), the protein required for caveolae formation in endothelial cells, and in mice with a LEC-specific Cav1 gene deletion (Lyve1-Cre x Cav1 flox/flox ; “LyCav”) and ex vivo in their vessels and cells. Results: In each model, lymphatic architecture was largely unchanged. The lymphatic conductance, or initial tissue uptake, was significantly higher in both CavKO mice and LyCav mice by quantitative microlymphangiography and the permeability to 70kDa dextran was significantly increased in monolayers of LECs isolated from CavKO mice. Conversely, transport within the lymphatic system to the sentinel node was significantly reduced in anesthetized CavKO and LyCav mice. Isolated, cannulated collecting vessel studies identified significantly reduced phasic contractility when lymphatic endothelium lacks caveolae. Inhibition of nitric oxide synthase was able to partially restore ex vivo vessel contractility. Conclusion: Macromolecule transport across lymphatics is increased with loss of caveolae, yet phasic contractility reduced, resulting in reduced overall lymphatic transport function. These studies identify lymphatic caveolar biology as a key regulator of active lymphatic transport functions. Keywords: caveolin-1, lymph propulsion, lymphatic contractility, lymphatic permeability, nitric oxide",aim fluid macromolecule transport interstitium lymphatic vessels necessary tissue homeostasis lymphatic capillary structure suggests passive paracellular transport would predominate route macromolecule entry active caveolaemediated transcellular transport identified lymphatic endothelial cells lecs vitro caveolae also mediate wide array endothelial cell processes including nitric oxide regulation thus lack caveolae impact lymphatic function methods various aspects lymphatic transport measured mice constitutively lacking caveolin cavko protein required caveolae formation endothelial cells mice lecspecific cav gene deletion lyvecre cav floxflox lycav vivo vessels cells results model lymphatic architecture largely unchanged lymphatic conductance initial tissue uptake significantly higher cavko mice lycav mice quantitative microlymphangiography permeability kda dextran significantly increased monolayers lecs isolated cavko mice conversely transport within lymphatic system sentinel node significantly reduced anesthetized cavko lycav mice isolated cannulated collecting vessel studies identified significantly reduced phasic contractility lymphatic endothelium lacks caveolae inhibition nitric oxide synthase able partially restore vivo vessel contractility conclusion macromolecule transport across lymphatics increased loss caveolae yet phasic contractility reduced resulting reduced overall lymphatic transport function studies identify lymphatic caveolar biology key regulator active lymphatic transport functions keywords caveolin lymph propulsion lymphatic contractility lymphatic permeability nitric oxide
Fungal diversity differences in the indoor dust microbiome from built environments on Earth and in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11126634/,"Human occupied built environments are no longer confined to Earth. In fact, there have been humans living and working in low-Earth orbit on the International Space Station (ISS) since November 2000. With NASA’s Artemis missions and the age of commercial space stations set to begin, more human-occupied spacecraft than ever will be in Earth’s orbit and beyond. On Earth and in the ISS, microbes, especially fungi, can be found in dust and grow when unexpected, elevated moisture conditions occur. However, we do not yet know how indoor microbiomes in Earth-based homes and in the ISS differ due to their unique set of environmental conditions. Here we show that bacterial and fungal communities are different in dust collected from vacuum bags on Earth and the ISS, with Earth-based homes being more diverse (465 fungal OTUs and 237 bacterial ASVs) compared to the ISS (102 fungal OTUs and 102 bacterial ASVs). When dust from these locations were exposed to varying equilibrium relative humidity conditions (ERH), there were also significant fungal community composition changes as ERH and time elevated increased (Bray Curtis: R 2 = 0.35, P = 0.001). These findings can inform future spacecraft design to promote healthy indoor microbiomes that support crew health, spacecraft integrity, and planetary protection. Subject terms: Environmental microbiology, Fungi",human occupied built environments longer confined earth fact humans living working lowearth orbit international space station iss since november nasas artemis missions age commercial space stations set begin humanoccupied spacecraft ever earths orbit beyond earth iss microbes especially fungi found dust grow unexpected elevated moisture conditions occur however yet know indoor microbiomes earthbased homes iss differ due unique set environmental conditions show bacterial fungal communities different dust collected vacuum bags earth iss earthbased homes diverse fungal otus bacterial asvs compared iss fungal otus bacterial asvs dust locations exposed varying equilibrium relative humidity conditions erh also significant fungal community composition changes erh time elevated increased bray curtis findings inform future spacecraft design promote healthy indoor microbiomes support crew health spacecraft integrity planetary protection subject terms environmental microbiology fungi
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,"Background The commercialization of space travel will soon lead to many more people living and working in unique built environments similar to the International Space Station, which is a specialized closed environment that contains its own indoor microbiome. Unintended microbial growth can occur in these environments as in buildings on Earth from elevated moisture, such as from a temporary ventilation system failure. This growth can drive negative health outcomes and degrade building materials. We need a predictive approach for modeling microbial growth in these critical indoor spaces. Results Here, we demonstrate that even short exposures to varying elevated relative humidity can facilitate rapid microbial growth and microbial community composition changes in dust from spacecraft. We modeled fungal growth in dust from the International Space Station using the time-of-wetness framework with activation and deactivation limited growth occurring at 85% and 100% relative humidity, respectively. Fungal concentrations ranged from an average of 4.4 × 10 6 spore equivalents per milligram of dust in original dust with no exposure to relative humidity to up to 2.1 × 10 10 when exposed to 100% relative humidity for 2 weeks. As relative humidity and time-elevated increased, fungal diversity was significantly reduced for both alpha ( Q < 0.05) and beta ( R 2 = 0.307, P = 0.001) diversity metrics. Bacteria were unable to be modeled using the time-of-wetness framework. However, bacterial communities did change based on constant relative humidity incubations for both beta ( R 2 = 0.22, P = 0.001) and alpha diversity decreasing with increasing moisture starting at 85% relative humidity ( Q < 0.05). Conclusion Our results demonstrate that moisture conditions can be used to develop and predict changes in fungal growth and composition onboard human-occupied spacecraft. This predictive model can be expanded upon to include other spacecraft environmental factors such as microgravity, elevated carbon dioxide conditions, and radiation exposure. Understanding microbial growth in spacecraft can help better protect astronaut health, fortify spacecraft integrity, and promote planetary protection as human activity increases in low-Earth orbit, the moon, Mars, and beyond. Your browser is not supporting the HTML5 <video> element. You may download that video as a file and play it with a player of you choice. Download video stream . Download video file (167.1MB, mp4) Open in a new tab Video Abstract Supplementary Information The online version contains supplementary material available at 10.1186/s40168-024-01864-3. Keywords: Built environment, Fungi, Spacecraft, Relative humidity, Microbiome, Space biology, Moisture, Mold",background commercialization space travel soon lead many people living working unique built environments similar international space station specialized closed environment contains indoor microbiome unintended microbial growth occur environments buildings earth elevated moisture temporary ventilation system failure growth drive negative health outcomes degrade building materials need predictive approach modeling microbial growth critical indoor spaces results demonstrate even short exposures varying elevated relative humidity facilitate rapid microbial growth microbial community composition changes dust spacecraft modeled fungal growth dust international space station using timeofwetness framework activation deactivation limited growth occurring relative humidity respectively fungal concentrations ranged average spore equivalents per milligram dust original dust exposure relative humidity exposed relative humidity weeks relative humidity timeelevated increased fungal diversity significantly reduced alpha beta diversity metrics bacteria unable modeled using timeofwetness framework however bacterial communities change based constant relative humidity incubations beta alpha diversity decreasing increasing moisture starting relative humidity conclusion results demonstrate moisture conditions used develop predict changes fungal growth composition onboard humanoccupied spacecraft predictive model expanded upon include spacecraft environmental factors microgravity elevated carbon dioxide conditions radiation exposure understanding microbial growth spacecraft help better protect astronaut health fortify spacecraft integrity promote planetary protection human activity increases lowearth orbit moon mars beyond browser supporting html video element may download video file play player choice download video stream download video file open new tab video abstract supplementary information online version contains supplementary material available keywords built environment fungi spacecraft relative humidity microbiome space biology moisture mold
Aging and estrogen status: A possible endothelium-dependent vascular coupling mechanism in bone remodeling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3502426/,"Bone loss with aging and menopause may be linked to vascular endothelial dysfunction. The purpose of the study was to determine whether putative modifications in endothelium-dependent vasodilation of the principal nutrient artery (PNA) of the femur are associated with changes in trabecular bone volume (BV/TV) with altered estrogen status in young (6 mon) and old (24 mon) female Fischer-344 rats. Animals were divided into 6 groups: 1) young intact, 2) old intact, 3) young ovariectomized (OVX), 4) old OVX, 5) young OVX plus estrogen replacement (OVX+E2), and 6) old OVX+E2. PNA endothelium-dependent vasodilation was assessed in vitro using acetylcholine. Trabecular bone volume of the distal femoral metaphysis was determined by microCT. In young rats, vasodilation was diminished by OVX and restored with estrogen replacement (intact, 82±7; OVX, 61±9; OVX+E2, 90±4%), which corresponded with similar modifications in BV/TV (intact, 28.7±1.6; OVX, 16.3±0.9; OVX+E2, 25.7±1.4%). In old animals, vasodilation was unaffected by OVX but enhanced with estrogen replacement (intact, 55±8; OVX, 59±7; OVX+E2, 92±4%). Likewise, modifications in BV/TV followed the same pattern (intact, 33.1±1.6; OVX, 34.4±3.7; OVX+E2, 42.4±2.1%). Furthermore, in old animals with low endogenous estrogen (i.e., intact and old OVX), vasodilation was correlated with BV/TV (R 2 = 0.630; P<0.001). These data demonstrate parallel effects of estrogen on vascular endothelial function and BV/TV, and provide for a possible coupling mechanism linking endothelium-dependent vasodilation to bone remodeling.",bone loss aging menopause may linked vascular endothelial dysfunction purpose study determine whether putative modifications endotheliumdependent vasodilation principal nutrient artery pna femur associated changes trabecular bone volume bvtv altered estrogen status young mon old mon female fischer rats animals divided groups young intact old intact young ovariectomized ovx old ovx young ovx plus estrogen replacement ovxe old ovxe pna endotheliumdependent vasodilation assessed vitro using acetylcholine trabecular bone volume distal femoral metaphysis determined microct young rats vasodilation diminished ovx restored estrogen replacement intact ovx ovxe corresponded similar modifications bvtv intact ovx ovxe old animals vasodilation unaffected ovx enhanced estrogen replacement intact ovx ovxe likewise modifications bvtv followed pattern intact ovx ovxe furthermore old animals low endogenous estrogen intact old ovx vasodilation correlated bvtv data demonstrate parallel effects estrogen vascular endothelial function bvtv provide possible coupling mechanism linking endotheliumdependent vasodilation bone remodeling
Chronic skeletal unloading of the rat femur: mechanisms and functional consequences of vascular remodeling.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3856860/,"Chronic skeletal unloading diminishes hindlimb bone blood flow. The purpose of the present investigation was to determine 1) whether 7 and 14 days of skeletal unloading alters femoral bone and marrow blood flow and vascular resistance during reloading, and 2) whether putative changes in bone perfusion are associated with a gross structural remodeling of the principal nutrient artery (PNA) of the femur. Six-month old male Sprague-Dawley rats were assigned to 7-d or 14-d hindlimb unloading (HU) or weight-bearing control groups. Bone perfusion was measured following 10 min of standing (reloading) following the unloading treatment. Histomorphometry was used to determine PNA media wall thickness and maximal diameter. Bone blood flow, arterial pressure and PNA structural characteristics were used to calculate arterial shear stress and circumferential wall stress. During reloading, femoral perfusion was lower in the distal metaphyseal region of 7-d HU rats, and in the proximal and distal metaphyses, diaphysis and diaphyseal marrow of 14-d HU animals relative to that in control rats. Vascular resistance was also higher in all regions of the femur in 14-d HU rats during reloading relative to control animals. Intraluminal diameter of PNAs from 14-d HU rats (138 ± 5 μm) was smaller than that of control PNAs (162 ± 6 μm), and medial wall thickness was thinner in PNAs from 14-d HU (14.3 ± 0.6 μm) versus that of control (18.0 ± 0.8 μm) rats. Decreases in both shear stress and circumferential stress occurred in the PNA with HU that later returned to control levels with the reductions in PNA maximal diameter and wall thickness, respectively. The results demonstrate that chronic skeletal unloading attenuates the ability to increase blood flow and nutrient delivery to bone and marrow with immediate acute reloading due, in part, to a remodeling of the bone resistance vasculature. Keywords: Bone Blood Flow, Hindlimb Unloading, Vascular Resistance",chronic skeletal unloading diminishes hindlimb bone blood flow purpose present investigation determine whether days skeletal unloading alters femoral bone marrow blood flow vascular resistance reloading whether putative changes bone perfusion associated gross structural remodeling principal nutrient artery pna femur sixmonth old male spraguedawley rats assigned hindlimb unloading weightbearing control groups bone perfusion measured following min standing reloading following unloading treatment histomorphometry used determine pna media wall thickness maximal diameter bone blood flow arterial pressure pna structural characteristics used calculate arterial shear stress circumferential wall stress reloading femoral perfusion lower distal metaphyseal region rats proximal distal metaphyses diaphysis diaphyseal marrow animals relative control rats vascular resistance also higher regions femur rats reloading relative control animals intraluminal diameter pnas rats smaller control pnas medial wall thickness thinner pnas versus control rats decreases shear stress circumferential stress occurred pna later returned control levels reductions pna maximal diameter wall thickness respectively results demonstrate chronic skeletal unloading attenuates ability increase blood flow nutrient delivery bone marrow immediate acute reloading due part remodeling bone resistance vasculature keywords bone blood flow hindlimb unloading vascular resistance
Differential effects of aging and exercise on intra-abdominal adipose arteriolar function and blood flow regulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3615599/,"Adipose tissue (AT), which typically comprises an increased percentage of body mass with advancing age, receives a large proportion of resting cardiac output. During exercise, an old age-associated inability to increase vascular resistance within the intra-abdominal AT may compromise the ability of the cardiovascular system to redistribute blood flow to the active musculature, contributing to the decline in exercise capacity observed in this population. We tested the hypotheses that 1 ) there would be an elevated perfusion of AT during exercise with old age that was associated with diminished vasoconstrictor responses of adipose-resistance arteries, and 2 ) chronic exercise training would mitigate the age-associated alterations in AT blood flow and vascular function. Young (6 mo; n = 40) and old (24 mo; n = 28) male Fischer 344 rats were divided into young sedentary (YSed), old sedentary (OSed), young exercise trained (YET), or old exercise trained (OET) groups, where training consisted of 10-12 wk of treadmill exercise. In vivo blood flow at rest and during exercise and in vitro α-adrenergic and myogenic vasoconstrictor responses in resistance arteries from AT were measured in all groups. In response to exercise, there was a directionally opposite change in AT blood flow in the OSed group (∼150% increase) and YSed (∼55% decrease) vs. resting values. Both α-adrenergic and myogenic vasoconstriction were diminished in OSed vs. YSed AT-resistance arteries. Exercise training resulted in a similar AT hyperemic response between age groups during exercise (YET, 9.9 ± 0.5 ml·min −1 ·100 −1 g; OET, 8.1 ± 0.9 ml·min −1 ·100 −1 g) and was associated with enhanced myogenic and α-adrenergic vasoconstriction of AT-resistance arteries from the OET group relative to OSed. These results indicate that there is an inability to increase vascular resistance in AT during exercise with old age, due, in part, to a diminished vasoconstriction of AT arteries. Furthermore, the results indicate that exercise training can augment vasoconstriction of AT arteries and mitigate age-related alterations in the regulation of AT blood flow during exercise. Keywords: aging, adipose tissue, blood flow, α-adrenergic vasoconstriction, exercise",adipose tissue typically comprises increased percentage body mass advancing age receives large proportion resting cardiac output exercise old ageassociated inability increase vascular resistance within intraabdominal may compromise ability cardiovascular system redistribute blood flow active musculature contributing decline exercise capacity observed population tested hypotheses would elevated perfusion exercise old age associated diminished vasoconstrictor responses adiposeresistance arteries chronic exercise training would mitigate ageassociated alterations blood flow vascular function young old male fischer rats divided young sedentary ysed old sedentary osed young exercise trained yet old exercise trained oet groups training consisted treadmill exercise vivo blood flow rest exercise vitro adrenergic myogenic vasoconstrictor responses resistance arteries measured groups response exercise directionally opposite change blood flow osed group increase ysed decrease resting values adrenergic myogenic vasoconstriction diminished osed ysed atresistance arteries exercise training resulted similar hyperemic response age groups exercise yet mlmin oet mlmin associated enhanced myogenic adrenergic vasoconstriction atresistance arteries oet group relative osed results indicate inability increase vascular resistance exercise old age due part diminished vasoconstriction arteries furthermore results indicate exercise training augment vasoconstriction arteries mitigate agerelated alterations regulation blood flow exercise keywords aging adipose tissue blood flow adrenergic vasoconstriction exercise
Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4050424/,"Following exposure to microgravity, there is a reduced ability of astronauts to augment peripheral vascular resistance, often resulting in orthostatic hypotension. The purpose of this study was to test the hypothesis that mesenteric arteries and veins will exhibit diminished vasoconstrictor responses after spaceflight. Mesenteric arteries and veins from female mice flown on the Space Transportation System (STS)-131 ( n =11), STS-133 ( n =6), and STS-135 ( n =3) shuttle missions and respective ground-based control mice ( n =30) were isolated for in vitro experimentation. Vasoconstrictor responses were evoked in arteries via norepinephrine (NE), potassium chloride (KCl), and caffeine, and in veins through NE across a range of intraluminal pressures (2–12 cmH 2 O). Vasoconstriction to NE was also determined in mesenteric arteries at 1, 5, and 7 d postlanding. In arteries, maximal constriction to NE, KCl, and caffeine were reduced immediately following spaceflight and 1 d postflight. Spaceflight also reduced arterial ryanodine receptor-3 mRNA levels. In mesenteric veins, there was diminished constriction to NE after flight. The results indicate that the impaired vasoconstriction following spaceflight occurs through the ryanodine receptor-mediated intracellular Ca 2+ release mechanism. Such vascular changes in astronauts could compromise the maintenance of arterial pressure during orthostatic stress.—Behnke, B. J., Stabley, J. N., McCullough, D. J., Davis, R. T., III, Dominguez, J. M., II, Muller-Delp, J. M., Delp, M. D. Effects of spaceflight and ground recovery on mesenteric artery and vein constrictor properties in mice. Keywords: orthostatic hypotension, microgravity, microcirculation",following exposure microgravity reduced ability astronauts augment peripheral vascular resistance often resulting orthostatic hypotension purpose study test hypothesis mesenteric arteries veins exhibit diminished vasoconstrictor responses spaceflight mesenteric arteries veins female mice flown space transportation system sts sts sts shuttle missions respective groundbased control mice isolated vitro experimentation vasoconstrictor responses evoked arteries via norepinephrine potassium chloride kcl caffeine veins across range intraluminal pressures cmh vasoconstriction also determined mesenteric arteries postlanding arteries maximal constriction kcl caffeine reduced immediately following spaceflight postflight spaceflight also reduced arterial ryanodine receptor mrna levels mesenteric veins diminished constriction flight results indicate impaired vasoconstriction following spaceflight occurs ryanodine receptormediated intracellular release mechanism vascular changes astronauts could compromise maintenance arterial pressure orthostatic stressbehnke stabley mccullough davis iii dominguez mullerdelp delp effects spaceflight ground recovery mesenteric artery vein constrictor properties mice keywords orthostatic hypotension microgravity microcirculation
"Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: Implications for elevated cerebral perfusion and intracranial pressure",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3659353/,"Evidence indicates that cerebral blood flow is both increased and diminished in astronauts on return to Earth. Data from ground-based animal models simulating the effects of microgravity have shown that decrements in cerebral perfusion are associated with enhanced vasoconstriction and structural remodeling of cerebral arteries. Based on these results, the purpose of this study was to test the hypothesis that 13 d of spaceflight [Space Transportation System (STS)-135 shuttle mission] enhances myogenic vasoconstriction, increases medial wall thickness, and elicits no change in the mechanical properties of mouse cerebral arteries. Basilar and posterior communicating arteries (PCAs) were isolated from 9-wk-old female C57BL/6 mice for in vitro vascular and mechanical testing. Contrary to that hypothesized, myogenic vasoconstrictor responses were lower and vascular distensibility greater in arteries from spaceflight group (SF) mice ( n =7) relative to ground-based control group (GC) mice ( n =12). Basilar artery maximal diameter was greater in SF mice (SF: 236±9 μm and GC: 215±5 μm) with no difference in medial wall thickness (SF: 12.4±1.6 μm; GC: 12.2±1.2 μm). Stiffness of the PCA, as characterized via nanoindentation, was lower in SF mice (SF: 3.4±0.3 N/m; GC: 5.4±0.8 N/m). Collectively, spaceflight-induced reductions in myogenic vasoconstriction and stiffness and increases in maximal diameter of cerebral arteries signify that elevations in brain blood flow may occur during spaceflight. Such changes in cerebral vascular control of perfusion could contribute to increases in intracranial pressure and an associated impairment of visual acuity in astronauts during spaceflight.—Taylor, C. R., Hanna, M., Behnke, B. J., Stabley, J. N., McCullough, D. J., Davis III, R. T., Ghosh, P., Papadopoulos, A., Muller-Delp, J. M., Delp, M. D. Spaceflight-induced alterations in cerebral artery vasoconstrictor, mechanical, and structural properties: implications for elevated cerebral perfusion and intracranial pressure. Keywords: microgravity, brain blood flow, hemodynamics",evidence indicates cerebral blood flow increased diminished astronauts return earth data groundbased animal models simulating effects microgravity shown decrements cerebral perfusion associated enhanced vasoconstriction structural remodeling cerebral arteries based results purpose study test hypothesis spaceflight space transportation system sts shuttle mission enhances myogenic vasoconstriction increases medial wall thickness elicits change mechanical properties mouse cerebral arteries basilar posterior communicating arteries pcas isolated wkold female cbl mice vitro vascular mechanical testing contrary hypothesized myogenic vasoconstrictor responses lower vascular distensibility greater arteries spaceflight group mice relative groundbased control group mice basilar artery maximal diameter greater mice difference medial wall thickness stiffness pca characterized via nanoindentation lower mice collectively spaceflightinduced reductions myogenic vasoconstriction stiffness increases maximal diameter cerebral arteries signify elevations brain blood flow may occur spaceflight changes cerebral vascular control perfusion could contribute increases intracranial pressure associated impairment visual acuity astronauts spaceflighttaylor hanna behnke stabley mccullough davis iii ghosh papadopoulos mullerdelp delp spaceflightinduced alterations cerebral artery vasoconstrictor mechanical structural properties implications elevated cerebral perfusion intracranial pressure keywords microgravity brain blood flow hemodynamics
Exercise training augments regional bone and marrow blood flow during exercise.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169763/,"Introduction The principal nutrient artery to the femur demonstrates an increase in nitric oxide mediated vasodilation in rats after treadmill exercise training. The present study sought to determine whether exercise training improves hindlimb bone and marrow blood flow distribution at rest and during exercise. Methods Six-eight month old male Sprague-Dawley rats were exercise trained (ET) with treadmill walking at 15 m/min up a 15° incline for 60 min/d over a 10–12 wk period. Sedentary (SED) control animals were acclimated to treadmill exercise for 5 min/d during the week preceding the blood flow measurements. Blood flow to nine distinct regions of the femur, tibia, and fibula were determined at rest and during low-intensity exercise (15 m/min walking, 0° incline) using the reference sample microsphere method. Results The results demonstrate an augmentation of exercise hyperemia above that observed in SED rats during exercise in only one region of bone, the femoral diaphysis of ET rats. However, while exercise hyperemia occurred in 3 of the 9 hindlimb bone regions measured in SED rats, exercise hyperemia occurred in 7 of 9 regions in ET rats. Conclusion These data indicate an increase in generalized hindlimb bone and marrow blood flow during physical activity following a period of exercise training. Elevations in regional bone and marrow blood flow after training may augment medullary pressure and bone interstitial fluid flow, thus benefiting bone integrity. Keywords: skeletal blood flow, vascular resistance, bone hemodynamics, microcirculation",introduction principal nutrient artery femur demonstrates increase nitric oxide mediated vasodilation rats treadmill exercise training present study sought determine whether exercise training improves hindlimb bone marrow blood flow distribution rest exercise methods sixeight month old male spraguedawley rats exercise trained treadmill walking mmin incline mind period sedentary sed control animals acclimated treadmill exercise mind week preceding blood flow measurements blood flow nine distinct regions femur tibia fibula determined rest lowintensity exercise mmin walking incline using reference sample microsphere method results results demonstrate augmentation exercise hyperemia observed sed rats exercise one region bone femoral diaphysis rats however exercise hyperemia occurred hindlimb bone regions measured sed rats exercise hyperemia occurred regions rats conclusion data indicate increase generalized hindlimb bone marrow blood flow physical activity following period exercise training elevations regional bone marrow blood flow training may augment medullary pressure bone interstitial fluid flow thus benefiting bone integrity keywords skeletal blood flow vascular resistance bone hemodynamics microcirculation
Effects of Skeletal Unloading on the Vasomotor Properties of the Rat Femur Principal Nutrient Artery,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4398884/,"Spaceflight and prolonged bed rest induce deconditioning of the cardiovascular system and bone loss. Previous research has shown declines in femoral bone and marrow perfusion during unloading and with subsequent reloading in hindlimb-unloaded (HU) rats, an animal model of chronic disuse. We hypothesized that the attenuated bone and marrow perfusion may result from altered vasomotor properties of the bone resistance vasculature. Therefore, the purpose of this study was to determine the effects of unloading on the vasoconstrictor and vasodilator properties of the femoral principal nutrient artery (PNA), the main conduit for blood flow to the femur, in 2 wk HU and control (CON) rats. Vasoconstriction of the femoral PNA was assessed in vitro using norepinephrine, phenylephrine, clonidine, KCl, endothelin-1, arginine vasopressin, and myogenic responsiveness. Vasodilation through endothelium-dependent [acetylcholine, bradykinin, and flow-mediated dilation (FMD)] and endothelium-independent mechanisms [sodium nitroprusside (SNP) and adenosine] were also determined. Vasoconstrictor responsiveness of the PNA from HU rats was not enhanced through any of the mechanisms tested. Endothelium-dependent vasodilation to acetylcholine (CON, 86 ± 3%; HU, 48 ± 7% vasodilation) and FMD (CON, 61 ± 9%; HU, 11 ± 11% vasodilation) were attenuated in PNAs from HU rats, while responses to bradykinin were not different between groups. Endothelium-independent vasodilation to SNP and adenosine were not different between groups. These data indicate that unloading-induced decrements in bone and marrow perfusion and increases in vascular resistance are not the result of enhanced vasoconstrictor responsiveness of the bone resistance arteries but are associated with reductions in endothelium-dependent vasodilation. Keywords: hindlimb unloading, bone blood flow, microcirculation",spaceflight prolonged bed rest induce deconditioning cardiovascular system bone loss previous research shown declines femoral bone marrow perfusion unloading subsequent reloading hindlimbunloaded rats animal model chronic disuse hypothesized attenuated bone marrow perfusion may result altered vasomotor properties bone resistance vasculature therefore purpose study determine effects unloading vasoconstrictor vasodilator properties femoral principal nutrient artery pna main conduit blood flow femur control con rats vasoconstriction femoral pna assessed vitro using norepinephrine phenylephrine clonidine kcl endothelin arginine vasopressin myogenic responsiveness vasodilation endotheliumdependent acetylcholine bradykinin flowmediated dilation fmd endotheliumindependent mechanisms sodium nitroprusside snp adenosine also determined vasoconstrictor responsiveness pna rats enhanced mechanisms tested endotheliumdependent vasodilation acetylcholine con vasodilation fmd con vasodilation attenuated pnas rats responses bradykinin different groups endotheliumindependent vasodilation snp adenosine different groups data indicate unloadinginduced decrements bone marrow perfusion increases vascular resistance result enhanced vasoconstrictor responsiveness bone resistance arteries associated reductions endotheliumdependent vasodilation keywords hindlimb unloading bone blood flow microcirculation
Type 2 diabetes alters bone and marrow blood flow and vascular control mechanisms in the ZDF rat.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4379453/,"Bone health and cardiovascular function are compromised in individuals with type 2 diabetes mellitus (T2DM). The purpose of the present study was to determine whether skeletal vascular control mechanisms are altered during the progression of T2DM in the Zucker diabetic fatty (ZDF) rat. Responses of the principal nutrient artery (PNA) of the femur from obese ZDF rats with prediabetes, short-term diabetes, and long-term diabetes to endothelium-dependent (acetylcholine) and –independent (sodium nitroprusside) vasodilation, and KCl, norepinephrine and myogenic vasoconstrictor were determined in vitro . Few changes in the PNA vasomotor responses occurred in the pre-diabetic and short-term diabetic conditions. Endothelium-dependent and –independent vasodilation were reduced, and norepinephrine and myogenic vasoconstriction were enhanced in obese ZDF rats with long-term diabetes relative to lean age-matched controls. Differences in endothelium-dependent vasodilation of the femoral PNA between ZDF rats and controls were abolished by the nitric oxide synthase inhibitor N G -nitro-L-arginine methyl ester. The passive pressure-diameter response of the femoral PNA was also lower across a range of intraluminal pressures with long-term T2DM. Regional bone and marrow perfusion and vascular conductance, measured in vivo using radiolabeled microspheres, were lower in obese ZDF rats with long-term diabetes. These findings suggest that the profound impairment of the bone circulation may contribute to the osteopenia found to occur in long bones with chronic T2DM. Keywords: Diabetes, Bone blood flow, Endothelium, Vascular conductance, Zucker diabetic fatty rat",bone health cardiovascular function compromised individuals type diabetes mellitus tdm purpose present study determine whether skeletal vascular control mechanisms altered progression tdm zucker diabetic fatty zdf rat responses principal nutrient artery pna femur obese zdf rats prediabetes shortterm diabetes longterm diabetes endotheliumdependent acetylcholine independent sodium nitroprusside vasodilation kcl norepinephrine myogenic vasoconstrictor determined vitro changes pna vasomotor responses occurred prediabetic shortterm diabetic conditions endotheliumdependent independent vasodilation reduced norepinephrine myogenic vasoconstriction enhanced obese zdf rats longterm diabetes relative lean agematched controls differences endotheliumdependent vasodilation femoral pna zdf rats controls abolished nitric oxide synthase inhibitor nitrolarginine methyl ester passive pressurediameter response femoral pna also lower across range intraluminal pressures longterm tdm regional bone marrow perfusion vascular conductance measured vivo using radiolabeled microspheres lower obese zdf rats longterm diabetes findings suggest profound impairment bone circulation may contribute osteopenia found occur long bones chronic tdm keywords diabetes bone blood flow endothelium vascular conductance zucker diabetic fatty rat
